PP
negative,0.5416666666666666
positive,0.4583333333333333
LP
The,negative,0.12871287128712872
software,negative,0.009900990099009901
is,negative,0.019801980198019802
buggy,negative,0.009900990099009901
and,negative,0.1188118811881188
crashes,negative,0.009900990099009901
often.,negative,0.009900990099009901
game,negative,0.009900990099009901
has,negative,0.019801980198019802
too,negative,0.04950495049504951
many,negative,0.019801980198019802
ads,negative,0.009900990099009901
lags.,negative,0.009900990099009901
product,negative,0.009900990099009901
arrived,negative,0.009900990099009901
damaged,negative,0.009900990099009901
late.,negative,0.009900990099009901
movie,negative,0.009900990099009901
was,negative,0.0891089108910891
boring,negative,0.009900990099009901
long.,negative,0.009900990099009901
concert,negative,0.009900990099009901
a,negative,0.0297029702970297
"disappointment,",negative,0.009900990099009901
the,negative,0.019801980198019802
band,negative,0.009900990099009901
sounded,negative,0.009900990099009901
off.,negative,0.009900990099009901
course,negative,0.009900990099009901
disorganized,negative,0.009900990099009901
lacked,negative,0.009900990099009901
depth.,negative,0.009900990099009901
restaurant,negative,0.009900990099009901
crowded,negative,0.009900990099009901
service,negative,0.009900990099009901
slow.,negative,0.009900990099009901
device,negative,0.009900990099009901
doesn't,negative,0.009900990099009901
hold,negative,0.009900990099009901
charge,negative,0.009900990099009901
bulky.,negative,0.009900990099009901
show,negative,0.009900990099009901
waste,negative,0.009900990099009901
of,negative,0.009900990099009901
time,negative,0.009900990099009901
money.,negative,0.009900990099009901
staff,negative,0.009900990099009901
rude,negative,0.009900990099009901
unprofessional.,negative,0.009900990099009901
trip,negative,0.009900990099009901
stressful,negative,0.009900990099009901
poorly,negative,0.009900990099009901
planned.,negative,0.009900990099009901
app,negative,0.009900990099009901
keeps,negative,0.009900990099009901
freezing,negative,0.009900990099009901
bugs.,negative,0.009900990099009901
book,negative,0.009900990099009901
predictable,negative,0.009900990099009901
unoriginal.,negative,0.009900990099009901
The,positive,0.11827956989247312
trip,positive,0.010752688172043012
was,positive,0.08602150537634409
memorable,positive,0.010752688172043012
and,positive,0.0967741935483871
the,positive,0.03225806451612903
views,positive,0.010752688172043012
were,positive,0.010752688172043012
breathtaking.,positive,0.010752688172043012
food,positive,0.010752688172043012
delicious,positive,0.010752688172043012
service,positive,0.010752688172043012
impeccable.,positive,0.010752688172043012
hotel,positive,0.010752688172043012
room,positive,0.010752688172043012
clean,positive,0.010752688172043012
spacious.,positive,0.010752688172043012
app,positive,0.010752688172043012
is,positive,0.03225806451612903
intuitive,positive,0.010752688172043012
saves,positive,0.010752688172043012
me,positive,0.010752688172043012
a,positive,0.03225806451612903
lot,positive,0.010752688172043012
of,positive,0.010752688172043012
time.,positive,0.010752688172043012
game,positive,0.010752688172043012
graphics,positive,0.010752688172043012
are,positive,0.010752688172043012
stunning,positive,0.010752688172043012
gameplay,positive,0.010752688172043012
smooth.,positive,0.010752688172043012
book,positive,0.010752688172043012
"page-turner,",positive,0.010752688172043012
couldn't,positive,0.010752688172043012
put,positive,0.010752688172043012
it,positive,0.010752688172043012
down!,positive,0.010752688172043012
software,positive,0.010752688172043012
user-friendly,positive,0.010752688172043012
efficient.,positive,0.010752688172043012
restaurant,positive,0.010752688172043012
has,positive,0.010752688172043012
cozy,positive,0.010752688172043012
ambiance,positive,0.010752688172043012
tasty,positive,0.010752688172043012
dishes.,positive,0.010752688172043012
course,positive,0.010752688172043012
informative,positive,0.010752688172043012
well-organized.,positive,0.010752688172043012
concert,positive,0.010752688172043012
"amazing,",positive,0.010752688172043012
band,positive,0.010752688172043012
on,positive,0.021505376344086023
fire!,positive,0.010752688172043012
product,positive,0.010752688172043012
arrived,positive,0.010752688172043012
time,positive,0.010752688172043012
in,positive,0.010752688172043012
perfect,positive,0.010752688172043012
condition.,positive,0.010752688172043012
